Premises Name|Address|postcode|Local Authority|Type|Products Sold|Company Name|Status
A&A Foodstore|52 Easter Road,  EH7 5RQ|EH7 5RQ|Edinburgh City|Confectionary / Tobacconist / Newsagents|Tobacco Only|A&A Foodstore|Inactive
A&A Ices|13 Carrick Place, Tamfourhill FK1 4SB|FK1 4SB|Falkirk|Mobile Trade|Tobacco Only|A&A Ices|Active
A&A Newsagents|41 South Trinity Road,  EH5 3PN|EH5 3PN|Edinburgh City|Convenience Store|Tobacco Only|A&A Newsagents|Active
A&A Newsagents premier stores and post office|75-79 king street crieff,  PH7 3HB|PH7 3HB|Perth and Kinross|Confectionary / Tobacconist / Newsagents|Tobacco And Nicotine Vapour Products|A&ANewsagents/Premier&post office|Active
a&a stores|A & A Stores, 24 High Street East KY10 3DQ|KY10 3DQ|Fife|Convenience Store|Tobacco And Nicotine Vapour Products|lawhill services ltd|Active
A&A Superstores|2A White Hill Avenue,  G66 2JJ|G66 2JJ|East Dunbartonshire|Off-Licence|Tobacco And Nicotine Vapour Products|A&A Super Stores|Inactive
A&A Superstores|92 Glenhove Road,  G67 2LA|G67 2LA|North Lanarkshire|Off-Licence|Tobacco Only|A&A Super Stores|Active
A&A Traders |A & A Traders, 56-60 Easter Road EH7 5RQ|EH7 5RQ|Edinburgh City|Other Retail|Nicotine Vapour Products Only|A&A Traders Scotland LTD|Active
A&B ices|12 hazel avenue,  G82 5BW|G82 5BW|West Dunbartonshire|Mobile Trade|Tobacco Only|A&B ices|Inactive
A&B Partnership|Unit 4, South Elgin Street G81 1PL|G81 1PL|West Dunbartonshire|Mobile Trade|Tobacco Only|A&B Partnership|Active
A&D Stores|61 Larkfield Road,  PA19 1YB|PA19 1YB|Inverclyde|Convenience Store|Tobacco Only|A&D Stores|Inactive
A&D stores(gourock)ltd|Fultons Stores, 61 Larkfield Road PA19 1YB|PA19 1YB|Inverclyde|Convenience Store|Tobacco And Nicotine Vapour Products|A&D stores (Gourock)ltd|Active
A&E Ices|17 Lamont Crescent, Fallin FK7 7EJ|FK7 7EJ|Stirling|Mobile Trade|Tobacco Only|A&E Ices|Active
A&F Newsagents|Paccitti Sweet Shop, 126 Dukes Road, Rutherglen G73 5AF|G73 5AF|South Lanarkshire|Confectionary / Tobacconist / Newsagents|Tobacco And Nicotine Vapour Products|A&F Newsagents|Active
A&F Scotland ltd|40 Deacons Road, Kilsyth G65 0BN|G65 0BN|North Lanarkshire|Convenience Store|Tobacco Only|A&F scotland ltd|Inactive
A&H ELECTRICS LTD|259 Aldborough Road South, ILFORD IG3 8JA|IG3 8JA|East Ayrshire|Other Retail|Nicotine Vapour Products Only|A&H ELECTRICS LTD|Active
A&H Newsagents|161-163 Low Waters Road,  ML3 7QQ|ML3 7QQ|South Lanarkshire|Confectionary / Tobacconist / Newsagents|Tobacco Only|A&H Newsagents|Inactive
A&H Newsagents|76 Muir Street,  ML9 2BQ|ML9 2BQ|South Lanarkshire|Confectionary / Tobacconist / Newsagents|Tobacco Only|A&H Newsagents|Inactive
A&H Newsagents|163 Low Waters Road,  ML3 7QQ|ML3 7QQ|South Lanarkshire|Confectionary / Tobacconist / Newsagents|Tobacco And Nicotine Vapour Products|A&H Newsagents|Active
A&H Phillip Newsagents|170 Main Street,  KA9 1PG|KA9 1PG|South Ayrshire|Confectionary / Tobacconist / Newsagents|Tobacco Only|A&H Phillip|Active
A&J Brown Brown grocers|Carn Raineach, Camustiel IV54 8LT|IV54 8LT|Highland|Confectionary / Tobacconist / Newsagents|Tobacco Only|A&J Brown Grocers|Active
A&J Newsagents|27 South Street,  EH51 9HE|EH51 9HE|Falkirk|Confectionary / Tobacconist / Newsagents|Tobacco And Nicotine Vapour Products|A&J Newsagents|Active
A&J Snacks|19 Main Street,  FK7 9AW|FK7 9AW|Stirling|Other Catering|Tobacco Only|A&J Snacks|Inactive
A&K newsagent|85 King Street, Broughty Ferry DD5 1EY|DD5 1EY|Dundee City|Convenience Store|Tobacco And Nicotine Vapour Products|Sparkling news limited|Active
A&k stores|17, Justice street AB11 5HS|AB11 5HS|Aberdeen City|Convenience Store|Tobacco And Nicotine Vapour Products|A&k stores|Active
A&L Bryce|12 The Square,  KA18 1BG|KA18 1BG|East Ayrshire|Confectionary / Tobacconist / Newsagents|Tobacco And Nicotine Vapour Products|A&L Bryce|Active
A&L Newsagents|18 Hospital Hill,  KY11 3AT|KY11 3AT|Fife|Confectionary / Tobacconist / Newsagents|Tobacco Only|A&L Newsagents|Inactive
A&M Caldwell|3 Stuart Street,  KA28 0AN|KA28 0AN|North Ayrshire|Confectionary / Tobacconist / Newsagents|Tobacco Only|A&M Caldwell|Active
A&N Stores|64 Philip Avenue, Boghall EH48 1NG|EH48 1NG|West Lothian|Convenience Store|Tobacco Only|A&N Stores|Inactive
a&o rana licenced grocers |126 Cumbrae Drive,  FK1 4AW|FK1 4AW|Falkirk|Convenience Store|Tobacco And Nicotine Vapour Products|a&o rana licened grocers|Active
A&P Jamieson t/a Ian Hamilton|78 High Street,  ML12 6BJ|ML12 6BJ|South Lanarkshire|Confectionary / Tobacconist / Newsagents|Tobacco Only|A&P Jamieson t/a Ian Hamilton|Inactive
a&r newsagents|135  pitkerro road, 135 pitkerro road DD4 8EB|DD4 8EB|Dundee City|Confectionary / Tobacconist / Newsagents|Tobacco And Nicotine Vapour Products|a&r  newsagents|Active
a&r supermarket|218 newhaven road,  EH6 4QE|EH6 4QE|Edinburgh City|Confectionary / Tobacconist / Newsagents|Tobacco And Nicotine Vapour Products|a&r supermarket|Active
A&S Asian Grocers (Halal Continental Food Store)|138 Graham Road,  FK2 7BZ|FK2 7BZ|Falkirk|Convenience Store|Tobacco Only|A&S Asian Grocers (Halal Continental Food Store)|Active
A&S Convenience Scotland Ltd T/A A&S Convenience Store|72 Sheephousehill , FAULDHOUSE EH47 9EF|EH47 9EF|West Lothian|Convenience Store|Tobacco And Nicotine Vapour Products|A&S Convenience Scotland Ltd|Active
A&S Convenience Store|72 Sheephouse Hill, Fauldhouse EH47 9EF|EH47 9EF|West Lothian|Convenience Store|Tobacco Only|A&S Convenience Store|Inactive
a&s newsagents|152 sinclair dr, battlefield G42 9SF|G42 9SF|Glasgow City|Confectionary / Tobacconist / Newsagents|Tobacco Only|a&s newsagents|Active
A&S Superstore|18 Barlandfauld Steet,  G65 0BU|G65 0BU|North Lanarkshire|Convenience Store|Tobacco Only|A&S Superstore|Active
A&T FOODSTORES|2 lochies road,  FK10 4EL|FK10 4EL|Clackmannanshire|Confectionary / Tobacconist / Newsagents|Tobacco And Nicotine Vapour Products|A&T FOODSTORES|Inactive
A&Z Stores|93 Bannerfield Drive,  TD7 5BG|TD7 5BG|Scottish Borders|Convenience Store|Tobacco Only|A&Z Superstores|Active
A&Z Superstores|A & Z  Superstore, 93 Bannerfield Drive TD7 5BG|TD7 5BG|Scottish Borders|Convenience Store|Nicotine Vapour Products Only|Premier|Active
A. Crolla & Sons|5 Castle Street,  DG11 1NY|DG11 1NY|Dumfries and Galloway|Confectionary / Tobacconist / Newsagents|Tobacco Only|A. Crolla & Sons|Active
A. Y. (GRP 3) News Limited|22 Hairst street, Renfrew PA4 8QY|PA4 8QY|Renfrewshire|Confectionary / Tobacconist / Newsagents|Tobacco And Nicotine Vapour Products|A.Y. (GRP 3) News Limited|Active
A.A Brothers Newsagents|5 Tiree Crecent, Newmains ML2 9HF|ML2 9HF|North Lanarkshire|Convenience Store|Tobacco And Nicotine Vapour Products|A.A Brothers Newsagents|Active
A.A Mini Market|53 Lomond Drive, Bishopbriggs G64 3BY|G64 3BY|East Dunbartonshire|Convenience Store|Tobacco Only|A.A Mini Market|Active
A.B & Sons|155 Deanston Drive, Shawlands G41 3LP|G41 3LP|Glasgow City|Confectionary / Tobacconist / Newsagents|Tobacco Only|A.B and Sons|Active
A.D Munro Ltd|A D Munro Harris Ltd, Tarbert HS3 3DJ|HS3 3DJ|Comhairle nan Eilean Siar|Confectionary / Tobacconist / Newsagents|Tobacco And Nicotine Vapour Products|A.D Munro Ltd|Active
A.G.S NEWSAGENTS & LICENSED GROCERS|12 MONKLAND ROAD,  EH48 2BQ|EH48 2BQ|West Lothian|Off-Licence|Tobacco Only|A.G.S (GB) LTD|Active
A.G.S. Foodstore|14 Lamont Way, Knightsridge EH54 8LF|EH54 8LF|West Lothian|Convenience Store|Tobacco And Nicotine Vapour Products|A.G.S. Foodstore|Active
A.I & S Wells ltd|182 Crown street, Ferryhill AB11 6JD|AB11 6JD|Aberdeen City|Convenience Store|Tobacco Only|A.I & S Wells ltd|Inactive
A.J Nicholson|17 Mid Shore, Pittenweem KY10 2NL|KY10 2NL|Fife|Confectionary / Tobacconist / Newsagents|Tobacco Only|A.J Nicholson|Inactive
A.J. Brothers|214-216 Low Waters Road,  ML3 7QR|ML3 7QR|South Lanarkshire|Convenience Store|Tobacco Only|N.S Stores|Inactive
A.K Brothers|100 Sprinboig Road, Springboig G32 0JX|G32 0JX|Glasgow City|Convenience Store|Tobacco Only|A.K Brothers|Active
A.M News|25 Old Coach Road, East Mains G74 4DS|G74 4DS|South Lanarkshire|Confectionary / Tobacconist / Newsagents|Tobacco And Nicotine Vapour Products|A.M News|Inactive
a.mckellar grocers|29/31, main street PA28 6AD|PA28 6AD|Argyll and Bute|Convenience Store|Tobacco Only|karensa glendinning t/a a.mckellar grocers|Active
A.McKENZIE & SONS|58 - 60 MAIN STREET, SANDHEAD DG9 9JQ|DG9 9JQ|Dumfries and Galloway|Convenience Store|Tobacco And Nicotine Vapour Products|A.McKENZIE & SONS|Active
a.news|225 hamilton road, cambuslang G72 7PH|G72 7PH|South Lanarkshire|Confectionary / Tobacconist / Newsagents|Tobacco Only|a.news|Active
A.R. Douglas|32 Main Street,  EH55 8DR|EH55 8DR|West Lothian|Confectionary / Tobacconist / Newsagents|Tobacco Only|A.R. Douglas|Active
A.S Mini Market|59 Mayfield Road,  EH9 3AA|EH9 3AA|Edinburgh City|Convenience Store|Tobacco And Nicotine Vapour Products|A.S Mini Market|Active
A-1 OFFSLAES|380 PAISLEY ROAD WEST,  G51 1BG|G51 1BG|Glasgow City|Off-Licence|Tobacco Only|A-1 OFFSALES|Active
A1 Store|46 Magdalene Drive,  EH15 3DZ|EH15 3DZ|Edinburgh City|Confectionary / Tobacconist / Newsagents|Tobacco Only|A1 Store|Inactive
a1 supermarket|2 woodhill road, bishopbriggs G41 1JN|G41 1JN|East Dunbartonshire|Off-Licence|Tobacco And Nicotine Vapour Products|a1 supermarket|Active
A1 TRADERS|151 MANSE RD,  G65 0EU|G65 0EU|North Lanarkshire|Convenience Store|Tobacco Only|A1TRADERS|Inactive
A19 STORES LTD T/A PREMIER EXPRESS|33 SUMMERHILL DRIVE,  AB15 6EQ|AB15 6EQ|Aberdeen City|Off-Licence|Tobacco And Nicotine Vapour Products|A19 STORES LTD|Inactive
A19 STORES LTD T/A PREMIER EXPRESS|1 goodhope park,  AB21 9NE|AB21 9NE|Aberdeen City|Off-Licence|Tobacco And Nicotine Vapour Products|A19 STORES LTD|Active
aa brother|2081 paisley road west, 2081 paisley road west G52 3JH|G52 3JH|Glasgow City|Convenience Store|Tobacco Only|aa brother|Inactive
AA NEWSAGENT|11 barnsdale road,  FK7 0PT|FK7 0PT|Stirling|Convenience Store|Tobacco Only|AA newsagent|Inactive
AA newsagents |11 Barnsdale Road,  FK7 0PT|FK7 0PT|Stirling|Convenience Store|Tobacco And Nicotine Vapour Products|AA newsagent |Active
AA RETAIL LTD T/A LIVI NEWS|UNIT 94, THE CENTRE EH54 6HR|EH54 6HR|West Lothian|Confectionary / Tobacconist / Newsagents|Tobacco Only|AA RETAIL LTD|Inactive
AA Star News & Grocers|Star News, 18 Grantlea Terrace G32 9JN|G32 9JN|Glasgow City|Confectionary / Tobacconist / Newsagents|Tobacco And Nicotine Vapour Products|AA Star News & Grocers|Active
aa store|33 scotstoun road, cowie FK7 7AL|FK7 7AL|Stirling|Convenience Store|Tobacco And Nicotine Vapour Products|aa store|Active
AA Superstore Ltd|Daytoday, 43 Farm Road G73 9DT|G73 9DT|South Lanarkshire|Convenience Store|Tobacco And Nicotine Vapour Products|AA Superstore Ltd|Active
Aabsolute|115 Carstairs street, Bridgeton G40 4JQ|G40 4JQ|Glasgow City|Mobile Trade|Tobacco Only|Giovanni Porelli|Active
Aadil Bashir|8 the Loan loanhead,  EH20 9AF|EH20 9AF|Midlothian|Confectionary / Tobacconist / Newsagents|Tobacco And Nicotine Vapour Products|Loanhead post office / newsagents ltd|Active
Aadya Retail Ltd|52 - 54 East Stirling street,  FK12 5HA|FK12 5HA|Clackmannanshire|Convenience Store|Tobacco And Nicotine Vapour Products|Aadya Retail Ltd|Active
Aaron townhead ltd|Alfys Paper Shope Townheed, 17 Kennedy Path G4 0PP|G4 0PP|Glasgow City|Confectionary / Tobacconist / Newsagents|Tobacco And Nicotine Vapour Products|Aaron Townhead Ltd|Active
AB Yule Newsagents|49 Bridge Street,  AB35 5QD|AB35 5QD|Aberdeenshire|Confectionary / Tobacconist / Newsagents|Tobacco Only|A B Yule Newsagents|Active
Abbey|65 South Clerk Street,  EH8 9PP|EH8 9PP|Edinburgh City|Public House|Tobacco Only|Cherwell Tobacco|Active
Abbey Fine Wines|Rhymers Fare, 17 Market Square TD6 9PL|TD6 9PL|Scottish Borders|Other Retail|Tobacco Only|Rhymers Fayre|Active
Abbey Newsagents|28 Constitution Street,  DD3 6NB|DD3 6NB|Dundee City|Confectionary / Tobacconist / Newsagents|Tobacco Only|Abbey Newsagents|Inactive
Abbeyvapes|Unit 12, 5 Allan Crescent KY11 4HE|KY11 4HE|Fife|Other Retail|Nicotine Vapour Products Only|Abbeyvapes|Active
Abbots Brae Hotel|Abbots Brae Hotel, 55 Bullwood Road PA23 7QJ|PA23 7QJ|Argyll and Bute|Hotel|Tobacco Only|Abbots Brae Hotel|Inactive
Abbotsford Hotel|Stirling Road,  G82 2PJ|G82 2PJ|West Dunbartonshire|Hotel|Tobacco Only|Marjor Hotel Ltd|Inactive
ABBOTSINCH SERVICE STATION|51 INCHINNAN ROAD, RENFREW PA4 9AE|PA4 9AE|Renfrewshire|Forecourt Garage|Tobacco And Nicotine Vapour Products|DULAI FUELS LTD|Active
Abbys News|19 -21 Balnagask Road,  AB11 8HU|AB11 8HU|Aberdeen City|Convenience Store|Tobacco Only|Abbys News|Inactive
Abdul Qayyum|201 portobello High Street,  EH15 1EU|EH15 1EU|Edinburgh City|Convenience Store|Tobacco And Nicotine Vapour Products|Abdul Qayyum|Active
ABER HILL NEWS|2-6 wellesley road,  KY8 3AE|KY8 3AE|Fife|Confectionary / Tobacconist / Newsagents|Tobacco And Nicotine Vapour Products|NILA RETAIL LIMITED|Active
Aberchirder|112 Main Street, Aberchirder AB54 7TD|AB54 7TD|Aberdeenshire|Convenience Store|Tobacco And Nicotine Vapour Products|The Co-operative Group Food Ltd|Active
Abercraig Service Station|Forgan Roundabout, A92,  DD6 8RB|DD6 8RB|Fife|Forecourt Garage|Tobacco And Nicotine Vapour Products|S F Retail LTD|Active
Aberdeen - 204 Union Street|204 Union Street,  AB10 1QS|AB10 1QS|Aberdeen City|Supermarket and Other Retail Outlets|Tobacco And Nicotine Vapour Products|The Co-operative Group Food Ltd|Active
Aberdeen - 485 Great Western Road|485 Great Western Road,  AB10 6NN|AB10 6NN|Aberdeen City|Supermarket and Other Retail Outlets|Tobacco And Nicotine Vapour Products|The Co-operative Group Food Ltd|Active
Aberdeen - Countesswells Rd|76-78 Countesswells Road,  AB15 7YJ|AB15 7YJ|Aberdeen City|Convenience Store|Tobacco And Nicotine Vapour Products|The Co-operative Group Food Ltd|Active
Aberdeen - George Street|466 George Street,  AB25 3XH|AB25 3XH|Aberdeen City|Convenience Store|Tobacco And Nicotine Vapour Products|The Co-operative Group Food Ltd|Inactive
Aberdeen - Rosehill Drive|93 Rosehill Drive,  AB24 4JS|AB24 4JS|Aberdeen City|Convenience Store|Tobacco And Nicotine Vapour Products|The Co-operative Group Food Ltd|Active
Aberdeen - Rosemount|293 Rosemount Place,  AB25 2YB|AB25 2YB|Aberdeen City|Supermarket and Other Retail Outlets|Tobacco And Nicotine Vapour Products|The Co-operative Group Food Ltd|Active
Aberdeen - Scotstown Road|21 Scotstown Road, Bridge Of Don AB22 8HH|AB22 8HH|Aberdeen City|Convenience Store|Tobacco And Nicotine Vapour Products|The Co-operative Group Food Ltd|Active
ABERDEEN HARDWARE CO LTD T/A Nickel & Dime |107 , George Street AB25 1HU|AB25 1HU|Aberdeen City|Supermarket and Other Retail Outlets|Tobacco And Nicotine Vapour Products|Aberdeen Hardware Co|Active
Aberdeen Market|8-10 Market Street Aberdeen,  AB11 5NX|AB11 5NX|Aberdeen City|Other Retail|Nicotine Vapour Products Only|Dazed|Inactive
Aberdeen Smoke Shop|The Market Village, 8-10 Market Street AB11 5NX|AB11 5NX|Aberdeen City|Confectionary / Tobacconist / Newsagents|Tobacco Only|Aberdeen Smoke Shop|Inactive
aberdeen souviners|Inshops, 8-10 Market Street AB11 5NX|AB11 5NX|Aberdeen City|Other Retail|Tobacco And Nicotine Vapour Products|aberdeen souvenirs |Inactive
ABERDEEN TRANSPORT CLUB|4 CANAL ROAD,  AB25 3TL|AB25 3TL|Aberdeen City|Private Club|Tobacco Only|ABERDEEN TRANSPORT CLUB|Inactive
aberdeen whisky shop|474 union street,  AB10 1TS|AB10 1TS|Aberdeen City|Off-Licence|Tobacco Only|aberdeen whisky shop|Active
Aberfeldy Petrol Station|46 Dunkeld Street,  PH15 2AF|PH15 2AF|Perth and Kinross|Forecourt Garage|Tobacco And Nicotine Vapour Products|Arthur Foodstores Ltd|Active
Aberfeldy TOFS Store|9 The Square,  PH15 2DD|PH15 2DD|Perth and Kinross|Confectionary / Tobacconist / Newsagents|Nicotine Vapour Products Only|The Original Factory Shop|Inactive
Aberfoyle|Main Street, Aberfoyle FK8 3UG|FK8 3UG|Stirling|Supermarket and Other Retail Outlets|Tobacco And Nicotine Vapour Products|The Co-operative Group Food Ltd|Active
aberhill news|2-6 wellesley road, methil KY8 3AE|KY8 3AE|Fife|Convenience Store|Tobacco Only|aberhill news|Inactive
Aberlady Post Office|Aberlady Post Office, 27, High Street EH32 0RA|EH32 0RA|East Lothian|Other Retail|Tobacco Only|Aberlady Post Office|Active
Aberlady Village Store Ltd|10a High Street,  EH32 0RB|EH32 0RB|East Lothian|Convenience Store|Tobacco Only|Aberlady Village Store Ltd|Active
Aberlour|91 High Street, Charleston AB38 9QB|AB38 9QB|Moray|Convenience Store|Tobacco And Nicotine Vapour Products|The Co-operative Group Food Ltd|Active
Aberlour Filling Station Ltd|High Street,  AB38 9PB|AB38 9PB|Moray|Forecourt Garage|Tobacco And Nicotine Vapour Products|Aberlour Filling Station|Active
Aberlour Hotel|87 high street,  AB38 9QB|AB38 9QB|Moray|Hotel|Tobacco And Nicotine Vapour Products|Aberlour Hotel|Active
Abernethy Licensed Store|26 Main Street, Abernethy PH2 9JL|PH2 9JL|Perth and Kinross|Off-Licence|Tobacco Only|Abernethy Licensed Store|Active
ABIHA SCOTLAND LIMITED|PREMEIR, 33-35 Buttars Loan DD2 4PE|DD2 4PE|Dundee City|Convenience Store|Tobacco And Nicotine Vapour Products|ABIHA SCOTLAND LIMITED|Active
Abington ( WH Smith)|M74 Services, Abington ML12 6RG|ML12 6RG|South Lanarkshire|Convenience Store|Tobacco Only|Welcome Break Group Ltd|Inactive
Abington General Store|87 Carlisle Road, Abington ML12 6SD|ML12 6SD|South Lanarkshire|Convenience Store|Tobacco And Nicotine Vapour Products|Abington General Store|Active
Abington M74 Motorway|M74 Motorway, Abington ML12 6RG|ML12 6RG|South Lanarkshire|Forecourt Garage|Tobacco Only|Welcome Break Group Ltd|Active
Abode|129 Bath Street,  G2 2SZ|G2 2SZ|Glasgow City|Hotel|Tobacco Only|Art House Glasgow Ltd|Active
Aboyne|Charlestown Road,  AB34 5HS|AB34 5HS|Aberdeenshire|Supermarket and Other Retail Outlets|Tobacco And Nicotine Vapour Products|The Co-operative Group Food Ltd|Active
Aboyne Service Station|Main Road,  AB34 5HR|AB34 5HR|Aberdeenshire|Forecourt Garage|Tobacco And Nicotine Vapour Products|Aboyne Service Station Ltd|Active
Abr (Scotland) Ltd t/a newbrig new|Newbrig News, 13 Sandgate KA7 1BG|KA7 1BG|South Ayrshire|Confectionary / Tobacconist / Newsagents|Tobacco And Nicotine Vapour Products|Mehar News Ltd t/a city news|Inactive
Abrar Ahmad T/a Harthill filling station|174 edinburgh road, shotts,  ML7 5PT|ML7 5PT|North Lanarkshire|Forecourt Garage|Tobacco And Nicotine Vapour Products|Abrar Ahmad|Active
Abronhill | Forest Road, Cumbernauld G67 3PD|G67 3PD|North Lanarkshire|Forecourt Garage|Tobacco And Nicotine Vapour Products|M Malik  Ltd.|Active
Abs £ and beauty lounge |222 Middleton Road,  M8 4NA|M8 4NA|North Lanarkshire|Convenience Store|Tobacco And Nicotine Vapour Products|Amazing beauty salon limited |Inactive
ABV Craft Drinks|ABV Craft Drinks, 22 Dee Street AB31 5ST|AB31 5ST|Aberdeenshire|Off-Licence|Tobacco Only|Ab mixology ltd|Active
academy news limited|1117 a pollokshaws road, shawlands G41 3YH|G41 3YH|Glasgow City|Confectionary / Tobacconist / Newsagents|Tobacco Only|academy news ltd|Active
Ace Catering|belgowan street, Motherwell Food Park ML4 3LB|ML4 3LB|North Lanarkshire|Other Catering|Tobacco Only|Ace Catering|Active
Acharacle Village Store|Main Street,  PH36 4JY|PH36 4JY|Highland|Convenience Store|Tobacco Only|Acharacle village store|Active
Achiltibuie Stores|Achiltibuie,  IV26 2YG|IV26 2YG|Highland|Convenience Store|Tobacco Only|Achiltibuie Stores|Active
Achnagairn Estate|Kirkhill,  IV5 7PD|IV5 7PD|Highland|Entertainment Venue|Tobacco Only|Achnagairn Estate|Active
acre stores|120 acre road, maryhill G20 0TN|G20 0TN|Glasgow City|Confectionary / Tobacconist / Newsagents|Tobacco Only|acre stores|Active
AD TASS LIMITED |Larkhall Trading Ltd, 109-111 McNeil Street ML9 1BJ|ML9 1BJ|South Lanarkshire|Convenience Store|Tobacco And Nicotine Vapour Products|AD TASS LIMITED |Active
Adam Boyd Newsagents|39-41 King Street,  PH7 3AX|PH7 3AX|Perth and Kinross|Confectionary / Tobacconist / Newsagents|Tobacco Only|Adam Boyd Newsagents|Active
Adams|6 St. Mungos Road , Kiosk north bus-stop G67 1AA|G67 1AA|North Lanarkshire|Confectionary / Tobacconist / Newsagents|Tobacco And Nicotine Vapour Products|Adam's|Active
ADAMS AVE POST OFFICE & NEWSAGENTS|8/10 ADAMS AVENUE,  KA21 6AL|KA21 6AL|North Ayrshire|Confectionary / Tobacconist / Newsagents|Tobacco Only|ADAMS AVE NEWSAGENTS|Active
Adam's Ices|109 Langee Drive,  TD1 2EA|TD1 2EA|Scottish Borders|Mobile Trade|Tobacco Only|Adam's Ices|Inactive
ADAMS NEWS|190 Byres Road, West End G12 8SN|G12 8SN|Glasgow City|Convenience Store|Tobacco Only|ADAMS NEWS|Active
Addiewell Po & general store |46, Loganlea Road EH55 8HS|EH55 8HS|West Lothian|Confectionary / Tobacconist / Newsagents|Tobacco And Nicotine Vapour Products|Addiewell Po & general store |Active
Addiewell Post Office & General Store|46 Loganlea Road,  EH55 8HS|EH55 8HS|West Lothian|Convenience Store|Tobacco And Nicotine Vapour Products|Addiewell Post Office and General Store|Active
Addiewell Superstore Ltd|1A Kirkhill Loganlea, Addiewell, EH55 8HN|EH55 8HN|West Lothian|Convenience Store|Tobacco Only|Addiewell Superstore Ltd|Inactive
